fieldsurfacetype, streetno, sportsplayed, facilityname, numberfieldcourts, facilitycondition, facilityupgradeage, postcode, facility_id, facilityage, streettype, changerooms, longitude, latitude, objectid, faciltysportplayedid, suburbtown, lga, streetname
"Grass",null,"Soccer","Tjilatjirrin Reserve",1,null,null,3191,"BAYSID12385",null,"Street",null,145.023194999934,-37.9611849991155,879,20487,"SANDRINGHAM","BAYSIDE","Tulip"
"Grass",null,"Soccer","Wilson Reserve",3,null,null,3186,"BAYSID12372",null,"Cresent",null,144.993288000205,-37.9095219992879,880,20462,"BRIGHTON","BAYSIDE","Outer"
"Grass",null,"Softball","Moorabbin West Reserve",1,null,null,3188,"BAYSID12391",null,"Cresent",null,145.026844000273,-37.9404869991646,881,20497,"HAMPTON EAST","BAYSIDE","Widdop"
"Grass",null,"Softball","Tjilatjirrin Reserve",null,null,null,3191,"BAYSID12385",null,"Street",null,145.023194999934,-37.9611849991155,882,20488,"SANDRINGHAM","BAYSIDE","Tulip"
null,null,"Surf Life Saving","Beaumaris Life Saving Club",null,null,null,3193,"BAYSID11240",null,"road",null,145.03270100033,-37.9944469987475,883,27168,"BEAUMORIS","BAYSIDE","Beach"
null,null,"Surf Life Saving","Black Rock Life Saving Club",null,null,null,3193,"BAYSID11241",null,"road",null,145.014611999554,-37.9746059987536,884,27169,"BLACK ROCK","BAYSIDE","Beach"
null,null,"Surf Life Saving","Brighton  Life Saving Club",null,null,null,3186,"BAYSID11242",null,"Esplanade",null,144.986547999533,-37.9173669991714,885,27170,"BRIGHTON","BAYSIDE","The"
null,null,"Surf Life Saving","Half Moon Bay Surf Life Saving Club",null,null,null,3193,"BAYSID11244",null,"Road",null,145.011136000462,-37.9688319989237,886,27171,"BLACK ROCK","BAYSIDE","Beach"
null,null,"Surf Life Saving","Hampton Life Saving Club",null,null,null,3188,"BAYSID11245",null,"Road",null,144.997921000157,-37.9379819990504,887,27172,"HAMPTON","BAYSIDE","Beach"
null,null,"Surf Life Saving","Sandringham Life Saving Club",null,null,null,3190,"BAYSID11248",null,"Road",null,145.00172400023,-37.9506889992742,888,27173,"SANDRINGHAM","BAYSIDE","Beach"
null,null,"Tennis (Indoor)","Hampton Tennis Club",4,"4. Good",null,null,"BAYSID5408","26 - 50 Years",null,null,144.999100000516,-37.9344999989255,889,27659,null,"BAYSIDE",null
"Artificial Turf",null,"Tennis (Outdoor)","Banksia Reserve",3,null,null,3193,"BAYSID12384",null,"Parade",null,145.042191000396,-37.986545999137,890,20482,"BEAUMARIS","BAYSIDE","Tramway"
"Hard Court",null,"Tennis (Outdoor)","Banksia Reserve",10,null,null,3193,"BAYSID12384",null,"Parade",null,145.042191000396,-37.986545999137,891,20481,"BEAUMARIS","BAYSIDE","Tramway"
"Hard Court",null,"Tennis (Outdoor)","Beaumaris Reserve",7,null,null,3193,"BAYSID12343",null,"Road","Same as above",145.035302000489,-37.9830879986453,892,20413,"BEAUMARIS","BAYSIDE","Dalgetty"
"Clay, Plexipave",null,"Tennis (Outdoor)","Beaumoris Tennis Club",13,null,null,3193,"BAYSID12341",null,"Avenue",null,145.038943999722,-37.9819899990874,893,20408,"BEAUMARIS","BAYSIDE","Cloris"
"Hard Court",null,"Tennis (Outdoor)","Dendy Park",19,null,null,3186,"BAYSID12345",null,"Street",null,145.023220000413,-37.9250919990818,894,20419,"BRIGHTON EAST","BAYSIDE","Dendy"
"Hard Court",null,"Tennis (Outdoor)","Easternwick Park Recreation Oval",4,null,null,3185,"BAYSID12352",null,"Road",null,144.993789999768,-37.884782998689,895,20435,"ELSTERNWICK","BAYSIDE","Glenhuntly"
"Artificial Turf",null,"Tennis (Outdoor)","Easternwick Park Recreation Oval",4,null,null,3185,"BAYSID12352",null,"Road",null,144.993789999768,-37.884782998689,896,20434,"ELSTERNWICK","BAYSIDE","Glenhuntly"
"Hard Court",null,"Tennis (Outdoor)","F L Yott Reserve",6,null,null,3193,"BAYSID12367",null,"Street",null,145.038711000148,-37.9912309989939,897,20455,"BEAUMARIS","BAYSIDE","Martin"
"Hard Court",null,"Tennis (Outdoor)","F.G. Tricks Reserve",4,null,null,3193,"BAYSID12348",null,"Street",null,145.019608000277,-37.9652079987777,898,20424,"BLACK ROCK","BAYSIDE","Fern"
"Hard Court",null,"Tennis (Outdoor)","Royal Avenue Reserve",14,null,null,3191,"BAYSID12379",null,"Avenue",null,145.014707999963,-37.9591579993191,899,20474,"SANDRINGHAM","BAYSIDE","Royal"
"Artificial Turf",null,"Tennis (Outdoor)","Sandringham Tennis/Croquet Club",5,null,null,3191,"BAYSID12332",null,"Road",null,145.000587000418,-37.9475319988776,900,20397,"SANDRINGHAM","BAYSIDE","Beach"
"Hard Court",null,"Tennis (Outdoor)","St Stevens Tennis Club",3,null,null,3190,"BAYSID12383",null,"Street",null,145.033477000538,-37.9530629988901,901,20478,"HIGHETT","BAYSIDE","Tibrockney"
"Artificial Turf",null,"Tennis (Outdoor)","WL Simpson Reserve",2,null,null,3188,"BAYSID12349",null,"Road",null,145.02093399992,-37.9380189992258,902,20426,"HAMPTON","BAYSIDE","Fewster"
null,"4","Aerobics","Benalla Aquatic Centre",null,"4. Good","1 - 5 Years",3672,"BENALL11073","11 - 25 Years","Street","Female, Male, Unisex",145.980703000415,-36.5510549990064,903,23798,"BENALLA","BENALLA","Mair"
"Grass Running Track",null,"Athletics","Churchill Reserve",1,"4. Good","6 - 10 Years",3672,"BENALL11079","26 - 50 Years","Street","Female, Male",145.968718999945,-36.5593409989206,904,23810,"BENALLA","BENALLA","Bond"
"Grass",null,"Australian Rules Football","Benalla Showgrounds",1,"5. Very Good","11 + Years",3672,"BENALL11078","26 - 50 Years","Street","Female, Male, Umpire/Officials, Unisex",145.981145000232,-36.5551659994429,905,23807,"BENALLA","BENALLA","Arundel"
"Grass",null,"Australian Rules Football","Goorambat Recreation Reserve",1,"3. Average","1 - 5 Years",3725,"BENALL11082","11 - 25 Years","Road","Unisex",145.917106000257,-36.4074319991548,906,23816,"GOORAMBAT","BENALLA","Dookie College"
"Grass",null,"Australian Rules Football","Heaney Oval",1,"4. Good","11 + Years",3673,"BENALL11083","6 - 10 Years","Highway","Unisex",145.999866000194,-36.7490029991322,907,23820,"SWANPOOL","BENALLA","Midland"
"Grass",null,"Australian Rules Football","Tatong Recreation Reserve",1,"4. Good","1 - 5 Years",3673,"BENALL11087","11 - 25 Years","Road","Male",146.114048999587,-36.7295409994988,908,23828,"TATONG","BENALLA","Tiger Hill"
"Grass",null,"Australian Rules Football","United Friendlies Society Reserve",1,"3. Average","1 - 5 Years",3672,"BENALL11088","11 - 25 Years","Avenue","Male, Umpire/Officials",145.979058999539,-36.5445519988991,909,23831,"BENALLA","BENALLA","Ackerly"
"Wooden Gymnasium",null,"Badminton","United Friendlies Society Reserve",4,"2. Poor","1 - 5 Years",3672,"BENALL11088","11 - 25 Years","Avenue","Female, Male, Unisex",145.979058999539,-36.5445519988991,910,23832,"BENALLA","BENALLA","Ackerly"
"Grass",null,"Baseball","Benalla Sports and Equestrian Reserve",1,"3. Average","1 - 5 Years",3672,"BENALL11084","26 - 50 Years","Highway","Female, Male, Umpire/Officials",145.977977999833,-36.5265229987659,911,23823,"BENALLA","BENALLA","Midland"
"Wooden Gymnasium",null,"Basketball","United Friendlies Society Reserve",3,"2. Poor","1 - 5 Years",3672,"BENALL11088","11 - 25 Years","Avenue","Female, Male, Unisex",145.979058999539,-36.5445519988991,912,23833,"BENALLA","BENALLA","Ackerly"
"Turf Pitch",null,"Cricket","Benalla Gardens Oval",1,"1. Very Poor","Upgrade in progress",3672,"BENALL11075","51 Years +","Street","Unisex",145.978318000268,-36.5524869987554,913,23802,"BENALLA","BENALLA","Wedge"
"Synthetic Pitch",null,"Cricket","Benalla Showgrounds",1,"5. Very Good","11 + Years",3672,"BENALL11078","26 - 50 Years","Street","Female, Male, Umpire/Officials, Unisex",145.981145000232,-36.5551659994429,914,23808,"BENALLA","BENALLA","Arundel"
"Turf Pitch",null,"Cricket","Benalla Sports and Equestrian Reserve",1,"3. Average","1 - 5 Years",3672,"BENALL11084","26 - 50 Years","Highway","Female, Male, Umpire/Officials",145.977977999833,-36.5265229987659,915,23824,"BENALLA","BENALLA","Midland"
"Synthetic Pitch",null,"Cricket","Devenish Recreation Reserve",1,"3. Average","11 + Years",3726,"BENALL11080","11 - 25 Years","Street","Female, Male",145.89764699975,-36.3311579987612,916,23814,"DEVENISH","BENALLA","Main"
"Turf Pitch",null,"Cricket","Goorambat Recreation Reserve",1,"3. Average","1 - 5 Years",3725,"BENALL11082","11 - 25 Years","Road","Unisex",145.917106000257,-36.4074319991548,917,23817,"GOORAMBAT","BENALLA","Dookie College"
"Synthetic Pitch",null,"Cricket","Heaney Oval",1,"4. Good","11 + Years",3673,"BENALL11083","6 - 10 Years","Highway","Unisex",145.999866000194,-36.7490029991322,918,23821,"SWANPOOL","BENALLA","Midland"
"Synthetic Pitch",null,"Cricket","Tatong Recreation Reserve",1,"4. Good","1 - 5 Years",3673,"BENALL11087","11 - 25 Years","Road","Male",146.114048999587,-36.7295409994988,919,23829,"TATONG","BENALLA","Tiger Hill"
"Turf Pitch",null,"Cricket","United Friendlies Society Reserve",1,"3. Average","1 - 5 Years",3672,"BENALL11088","11 - 25 Years","Avenue","Male, Umpire/Officials",145.979058999539,-36.5445519988991,920,23834,"BENALLA","BENALLA","Ackerly"
"Wooden Gymnasium",null,"Dancing","United Friendlies Society Reserve",1,"2. Poor","1 - 5 Years",3672,"BENALL11088","11 - 25 Years","Avenue","Female, Male, Unisex",145.979058999539,-36.5445519988991,921,23835,"BENALLA","BENALLA","Ackerly"
null,null,"Equestrian","Benalla Sports and Equestrian Reserve",1,"3. Average","1 - 5 Years",3672,"BENALL11084","11 - 25 Years","Highway","Female, Male, Umpire/Officials",145.977977999833,-36.5265229987659,922,23825,"BENALLA","BENALLA","Midland"
null,"4","Fitness / Gymnasium Workouts","Benalla Aquatic Centre",null,"4. Good","1 - 5 Years",3672,"BENALL11073","11 - 25 Years","Street","Female, Male, Unisex",145.980703000415,-36.5510549990064,923,23799,"BENALLA","BENALLA","Mair"
"18 Hole Course - Public",null,"Golf","Benalla Golf Club",1,"2. Poor","1 - 5 Years",3672,"BENALL11076","26 - 50 Years","Road","Unisex",145.959263999806,-36.5713919991664,924,23804,"BENALLA","BENALLA","Mansfield"
"18 Hole Course - Public",null,"Golf","Golden Vale Golf Club",1,"3. Average","6 - 10 Years",3672,"BENALL11081","26 - 50 Years","Road",null,145.945165999841,-36.5727189989356,925,23815,"BENALLA","BENALLA","Golden Vale"
"Grass",null,"Hockey","Churchill Reserve",1,"3. Average","6 - 10 Years",3672,"BENALL11079","26 - 50 Years","Street","Female, Male",145.968718999945,-36.5593409989206,927,23811,"BENALLA","BENALLA","Bond"
"Artificial Turf, Grass",null,"Lawn Bowls","Benalla Bowls Club",4,"5. Very Good","11 + Years",3672,"BENALL11074","6 - 10 Years","Street","Female, Male",145.975998000242,-36.552110998827,928,23801,"BENALLA","BENALLA","Arundel"
"Grass","1","Lawn Bowls","Moira Benalla Bowls Club",1,null,null,3672,"BENALL11416",null,"Street",null,145.979420999871,-36.5476489993235,929,26771,"BENALLA","BENALLA","Benalla"
"Grass",null,"Lawn Bowls","Swanpool Bowling Club",1,null,null,3673,"BENALL11085",null,"Highway",null,146.00054899963,-36.7467899987312,930,23826,"SWANPOOL","BENALLA","Midland"
null,"41","Motor Cycling","Winton Motor Raceway Motocycle Club",null,null,null,3673,"BENALL11282",null,"Street",null,146.085449999594,-36.5170749987646,931,27175,"WINTON","BENALLA","Fox"
"Asphalt",null,"Netball","Benalla Showgrounds",3,"5. Very Good","11 + Years",3672,"BENALL11078","0 - 5 Years","Street","Female, Male, Umpire/Officials, Unisex",145.981145000232,-36.5551659994429,932,23809,"BENALLA","BENALLA","Arundel"
"Asphalt",null,"Netball","Churchill Reserve",8,"4. Good","6 - 10 Years",3672,"BENALL11079","26 - 50 Years","Street","Female, Male",145.968718999945,-36.5593409989206,933,23812,"BENALLA","BENALLA","Bond"
"Asphalt",null,"Netball","Goorambat Recreation Reserve",2,"3. Average","6 - 10 Years",3725,"BENALL11082","6 - 10 Years","Road","Female",145.917106000257,-36.4074319991548,934,23818,"GOORAMBAT","BENALLA","Dookie College"
null,null,"Netball","Heaney Oval",1,"4. Good","11 + Years",3673,"BENALL11083","6 - 10 Years","Highway","Unisex",145.999866000194,-36.7490029991322,935,23822,"SWANPOOL","BENALLA","Midland"
null,null,"Netball","Tatong Recreation Reserve",1,"4. Good","1 - 5 Years",3673,"BENALL11087","11 - 25 Years","Road","Male",146.114048999587,-36.7295409994988,936,23830,"TATONG","BENALLA","Tiger Hill"
"Asphalt",null,"Netball","United Friendlies Society Reserve",1,"3. Average","1 - 5 Years",3672,"BENALL11088","11 - 25 Years","Avenue","Female",145.979058999539,-36.5445519988991,937,23836,"BENALLA","BENALLA","Ackerly"
"Grass",null,"Soccer","Churchill Reserve",2,"5. Very Good","11 + Years",3672,"BENALL11079","26 - 50 Years","Street","Female, Male",145.968718999945,-36.5593409989206,938,23813,"BENALLA","BENALLA","Bond"
null,"4","Swimming","Benalla Aquatic Centre",null,"4. Good","1 - 5 Years",3672,"BENALL11073","11 - 25 Years","Street","Female, Male, Unisex",145.980703000415,-36.5510549990064,939,23800,"BENALLA","BENALLA","Mair"
"Concrete",null,"Tennis (Outdoor)","Benalla Gardens Oval",6,"3. Average","6 - 10 Years",3672,"BENALL11075","26 - 50 Years","Street","Unisex",145.978318000268,-36.5524869987554,940,23803,"BENALLA","BENALLA","Wedge"
"Grass",null,"Tennis (Outdoor)","Benalla Lawn Tennis Club",22,"2. Poor","1 - 5 Years",3672,"BENALL11077","51 Years +","Avenue","Female, Male",145.978433999655,-36.5454699989566,941,23806,"BENALLA","BENALLA","Ackerly"
"Asphalt",null,"Tennis (Outdoor)","Benalla Lawn Tennis Club",2,"2. Poor","1 - 5 Years",3672,"BENALL11077","51 Years +","Avenue","Female, Male",145.978433999655,-36.5454699989566,942,23805,"BENALLA","BENALLA","Ackerly"
"Asphalt",null,"Tennis (Outdoor)","Goorambat Recreation Reserve",3,"2. Poor","< 1 Years",3725,"BENALL11082","11 - 25 Years","Road","Unisex",145.917106000257,-36.4074319991548,943,23819,"GOORAMBAT","BENALLA","Dookie College"
null,null,"Tennis (Outdoor)","Swanpool Tennis Club",6,null,null,3673,"BENALL11086",null,"Highway",null,146.000280000498,-36.7457189993835,944,23827,"SWANPOOL","BENALLA","Midland"
null,null,"Tennis (Outdoor)","Warrenbayne Tennis Courts",2,"3. Average","6 - 10 Years",3670,"BENALL11089","26 - 50 Years","Road",null,145.885411999911,-36.6936769989313,945,23837,"WARRENBAYNE","BENALLA","Dobson"
null,"169-183",null,"Bendigo Bowling Club",null,null,null,3550,"GREATE8640",null,"Street",null,144.277976000561,-36.7542809987489,946,24084,"BENDIGO","GREATER BENDIGO","Barnard"
null,null,null,"Garden Gully Recreation Reserve",null,null,null,3550,"GREATE8671",null,"Street",null,144.26499999975,-36.7539999993479,947,27750,"BENDIGO","GREATER BENDIGO","Ashley"
null,null,"Athletics","Latrobe Univeristy Bendigo Athletics Track",1,null,null,3550,"GREATE8688",null,"Road",null,144.290362999786,-36.784276998999,948,24167,"FLORA HILL","GREATER BENDIGO","Retreat"
"Grass",null,"Australian Rules Football","Allingham Street Reserve",1,"2. Poor",null,3555,"GREATE8629","26 - 50 Years","Street",null,144.261171000265,-36.7751499993625,949,24065,"GOLDEN SQUARE","GREATER BENDIGO","Allingham"
"Grass",null,"Australian Rules Football","Atkins Street Oval",1,"3. Average",null,3550,"GREATE8631","26 - 50 Years","Street","Female, Male",144.273452999841,-36.7461489992639,950,24068,"NORTH BENDIGO","GREATER BENDIGO","Atkins"
"Grass",null,"Australian Rules Football","Backhaus Oval",1,null,null,3555,"GREATE8634",null,"Street",null,144.254206000501,-36.7733829989089,951,24075,"GOLDEN SQUARE","GREATER BENDIGO","Fir"
"Grass",null,"Australian Rules Football","Barrack Reserve",1,"3. Average",null,3523,"GREATE8635","11 - 25 Years","Street",null,144.710771000107,-36.9226899987636,952,24077,"HEATHCOTE","GREATER BENDIGO","Herriot"
"Grass",null,"Australian Rules Football","Bendigo and District Family Equestrian Malone Park",null,null,null,3515,"GREATE8637",null,"Drive",null,144.137999999709,-36.7379999995099,953,27758,"MARONG","GREATER BENDIGO","Malone Park"
"Grass","1-3","Australian Rules Football","California Gully Recreation Reserve",1,"4. Good","1 - 5 Years",3556,"GREATE8652","51 Years +","Street",null,144.263037000142,-36.7268449995036,954,24100,"CALIFORNIA GULLY","GREATER BENDIGO","Louden"
"Grass","20","Australian Rules Football","Canterbury Park",1,"3. Average",null,3556,"GREATE8653","51 Years +","Road",null,144.25287299974,-36.7150969995081,955,24102,"EAGLEHAWK","GREATER BENDIGO","Simpsons"
"Grass",null,"Australian Rules Football","Dower Park",1,"5. Very Good",null,3555,"GREATE8657","26 - 50 Years","Parade",null,144.239124999754,-36.7926179989359,956,24116,"KANGAROO FLAT","GREATER BENDIGO","Olympic"
"Grass",null,"Australian Rules Football","Elmore Recreation Reserve",1,null,null,3558,"GREATE8663",null,"Road",null,144.608148999968,-36.4914799991434,957,24124,"ELMORE","GREATER BENDIGO","Hunter-Raywood"
"Grass",null,"Australian Rules Football","Ewing Park",1,"3. Average",null,3550,"GREATE8666","11 - 25 Years","Street",null,144.288814000279,-36.7642079990573,958,24137,"BENDIGO","GREATER BENDIGO","Williamson"
"Grass",null,"Australian Rules Football","Golden Square Oval",1,"5. Very Good",null,3555,"GREATE8673","6 - 10 Years","Street",null,144.258894000485,-36.7695059988821,959,24145,"GOLDEN SQUARE","GREATER BENDIGO","MacKenzie"
"Grass",null,"Australian Rules Football","Ken Wust Oval",1,null,null,3550,"GREATE8686",null,"Street",null,144.276934000148,-36.7751539995048,960,24162,"QUARRY HILL","GREATER BENDIGO","Houston"
"Grass","51","Australian Rules Football","Kennington Recreation Reserve (Harry Trott)",1,"3. Average",null,3550,"GREATE8687","26 - 50 Years","Street",null,144.295055000535,-36.7636629987965,961,24165,"BENDIGO","GREATER BENDIGO","Neale"
"Grass",null,"Australian Rules Football","Long Gully Reserve",1,"5. Very Good",null,3550,"GREATE8691","0 - 5 Years","Street",null,144.256984999913,-36.7445579990651,962,24170,"LONG GULLY","GREATER BENDIGO","Cunneen"
"Grass",null,"Australian Rules Football","Maiden Gully Recreation Reserve",1,"4. Good",null,3551,"GREATE8694","26 - 50 Years","Road",null,144.205137999792,-36.7451029991491,963,24174,"MAIDEN GULLY","GREATER BENDIGO","Beckhams"
"Grass",null,"Australian Rules Football","Malone Park",1,"4. Good",null,3515,"GREATE8696","26 - 50 Years","Road",null,144.134347999797,-36.7382469993033,964,24181,"MARONG","GREATER BENDIGO","Malone Park"
"Grass",null,"Australian Rules Football","Queen Elizabeth Oval",1,"4. Good",null,3550,"GREATE8707","26 - 50 Years","Street",null,144.275621999439,-36.7556929994338,965,24203,"BENDIGO","GREATER BENDIGO","Barnard"
"Grass",null,"Australian Rules Football","Raywood Oval",1,"2. Poor",null,3570,"GREATE8709","26 - 50 Years","Street",null,144.204117000058,-36.5328319987438,966,24207,"RAYWOOD","GREATER BENDIGO","MacAuley"
null,"23","Australian Rules Football","Sebastian Recreation Reserve",null,null,null,3556,"BENDIG5483",null,"Road",null,144.187728999717,-36.5913429992171,967,27785,"SEBASTIAN","GREATER BENDIGO","Vogele"
"Grass",null,"Australian Rules Football","Strauch Reserve",1,null,null,3551,"GREATE8721",null,"Reserve",null,144.330410000285,-36.6616589990991,968,24227,"HUNTLY","GREATER BENDIGO","Gungurru"
"Grass",null,"Australian Rules Football","Tannery Lane Complex",2,null,null,3551,"GREATE8722",null,"Court",null,144.348017999909,-36.8046389990733,969,24231,"STRATHFIELDSAYE","GREATER BENDIGO","Warne"
"Grass","17-27","Australian Rules Football","Tom Flood Sports Centre",1,null,null,3550,"GREATE8723",null,"Street",null,144.280294000288,-36.752810998756,970,27769,"BENDIGO","GREATER BENDIGO","Park Road"
"Grass",null,"Australian Rules Football","Weeroona Oval",1,"4. Good",null,3550,"GREATE8725","11 - 25 Years","Street",null,144.294025000445,-36.7430399988657,971,24237,"BENDIGO","GREATER BENDIGO","Napier"
"Grass","43-55","Australian Rules Football","White Hills Reserve",1,"5. Very Good","1 - 5 Years",3550,"GREATE8727","26 - 50 Years","Street",null,144.305071000225,-36.7225099988923,972,24240,"WHITE HILLS","GREATER BENDIGO","Scott"
"Grass",null,"Australian Rules Football","Woodvale Recreation Reserve",1,null,null,3556,"GREATE8730",null,"Road",null,144.227332000394,-36.6843769986757,973,24245,"WOODVALE","GREATER BENDIGO","Janaways"
